First Name,Last Name,Phone Number,Email,Year of Birth,Gender,Are you a person with Disability?,County of Residence,Sub County of Residence (Sub Counties in Mombasa),Ward of Residence,Highest level of education completed,Are you employed,Are you running a business,Whats your area of interest?,"If you selected other, please elaborate (If not, respond with N/A)",Mode of Mentorship ( Remote / Physical / Any),Prefered Mentor Gender (Male / Female / Any),What are your strengths,What are your weaknesses,What are your career goals,What skills would you like to be mentored,What are your financial goals,Upload your resume if available,Who referred you? (Your Case Manager/Mentor)
,,,,2001,Male,No,Mombasa,Kisauni,Mwakirunge ,TVET,No,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,2002,Female,No,Mombasa,Kisauni,Mjambere,Secondary (High School),No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2003,Male,No,Mombasa,Kisauni,Mwakirunge ,Secondary (High School),No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2004,Male,No,Mombasa,Mvita,Mwembe tayari,Secondary (High School),No,No,Sports,Football,,,,,,,,,
,,,,1998,Male,No,Mombasa,Kisauni,Mwakirunge ,Primary,No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2005,Male,No,Mombasa,Mvita,Mwembe tayari,Secondary (High School),No,No,Sports,Football,,,,,,,,,
,,,,1999,Female,No,Mombasa,Mvita,Makadara,College,No,Yes,Health,N/A,,,,,,,,,
,,,,2003,Female,No,Kwale,Likoni,Likoni,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2001,Male,No,Mombasa,Mvita,Mwembe tayari,College,No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2000,Male,No,Mombasa,Mvita,Mwembe tayari,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2003,Male,No,Mombasa,Mvita,Mwembe tayari,Secondary (High School),No,No,Sports,Footballer,,,,,,,,,
,,,,1992,Male,No,Mombasa,Nyali,Ziwa la ngombe,Secondary (High School),No,No,Health,N/A,,,,,,,,,
,,,,2000,Female,No,Mombasa,Jomvu,Mikindani ,College,No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,1998,Female,No,Mombasa,Kisauni,Mwakirunge ,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2002,Male,No,Mombasa,Mvita,Mwita,College,No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,1999,Female,No,Mombasa,Jomvu,Mikindani ,Secondary (High School),No,No,Health,NA,,,,,,,,,
,,,,2004,Female,No,Mombasa,Kisauni,Bamburi,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2004,Female,No,Mombasa,Kisauni,Bamburi ,Secondary (High School),No,No,Health,N/A,,,,,,,,,
,,,,2003,Female,No,Mombasa,Likoni,Bofu,Secondary (High School),No,No,Health,NA,,,,,,,,,
,,,,2000,Male,Yes,Mombasa,Likoni,Shikaadabu ,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2002,Male,Yes,Mombasa,Mvita,Asya,Secondary (High School),No,No,Entrepreneurship,Yes ,,,,,,,,,
,,,,2005,Female,No,Mombasa,Mvita,King'orani,Secondary (High School),No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,1999,Male,No,Mombasa,Nyali,Frere town,Univeristy,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2005,Female,No,Mombasa,Mvita,King'orani,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1996,Male,No,Mombasa,Nyali,Mkomani ward,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1997,Female,No,Mombasa,Mvita,Tononoka ,College,No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2003,Female,No,Mombasa,Kisauni,Shanzu,Univeristy,No,No,Health,N/A,,,,,,,,,
,,,,1993,Female,No,Mombasa,Kisauni,Shanzu,College,No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2002,Female,No,Mombasa,Mvita,,Univeristy,No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2002,Female,No,Mombasa,Kisauni,Shanzu ,College,No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2000,Female,No,Mombasa,Jomvu,,Secondary (High School),No,No,Hospitality and Tourism,Hospitality and Tourism ,,,,,,,,,
,,,,2000,Female,No,Mombasa,Nyali,Ziwa la ngombe ward,College,Yes,Yes,Gender based violence and sexual reproductive health ,Gender Based violence and sexual reproductive health ,,,,,,,,,
,,,,2005,Female,No,Mombasa,Kisauni,Bamburi ,Secondary (High School),No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2004,Male,Yes,Mombasa,Kisauni,Shanzu,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2005,Female,Yes,Mombasa,Likoni,Timbani,Secondary (High School),Yes,Yes,Health,N/A,,,,,,,,,
,,,,2001,Female,No,Mombasa,Likoni,Majengo mapya,College,No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2001,Male,No,Mombasa,Kisauni,Kiembeni ,Univeristy,No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2001,Male,No,Kwale,Others (Outside Mombasa),Bongwe Gombato ward,TVET,No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2002,Male,No,Mombasa,Mvita,tudor,Univeristy,No,No,Health,N/A,,,,,,,,,
,,,,2006,Male,No,Mombasa,Mvita,Old town,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2004,Female,No,Mombasa,Likoni,Bofu,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2001,Male,No,Mombasa,Likoni,Timbwani,College,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2002,Female,No,Mombasa,Jomvu,Mikindani ,College,Yes,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,2002,Female,No,Mombasa,Kisauni,Bamburi,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2002,Female,No,Mombasa,Kisauni,Bamburi ,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2001,Female,No,Mombasa,Likoni,Bofu,Univeristy,Yes,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2004,Female,No,Mombasa,Mvita,Old town ,Primary,No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2000,Female,No,Mombasa,Kisauni,MAGOGONI,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1999,Female,No,Mombasa,Mvita,Old town ,College,No,Yes,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1997,Female,No,Kilifi,Others (Outside Mombasa),Mtepeni,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2000,Female,No,Mombasa,Nyali,ziwa la ng´ombe,College,No,Yes,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1998,Female,No,Mombasa,Kisauni,Mwakirunge,Secondary (High School),No,No,Hospitality and Tourism,Hospitality and tourism,,,,,,,,,
,,,,1998,Female,No,Mombasa,Kisauni,Bamburi,Primary,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1998,Female,No,Mombasa,Kisauni,Magogoni,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2002,Female,No,Mombasa,Kisauni,Mwakirunge ,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1997,Female,No,Mombasa,Kisauni,Shanzu,College,No,No,Health,N/A,,,,,,,,,
,,,,1996,Male,No,Kilifi,Others (Outside Mombasa),Mtepeni,Secondary (High School),No,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,1990,Male,No,Kilifi,Others (Outside Mombasa),Mtepeni,Primary,No,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,1996,Male,No,Kilifi,Others (Outside Mombasa),Mtepeni,Primary,No,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,2001,Male,No,Mombasa,Jomvu,Mikindani ward,TVET,No,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,2002,Male,No,Mombasa,Mvita,Old town,Secondary (High School),Yes,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2003,Male,No,Mombasa,Kisauni,Kazandani,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2003,Female,No,Mombasa,Mvita,KiNGORANI,College,No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1986,Female,No,Others,Others (Outside Mombasa),,Univeristy,No,No,Health,N/A,,,,,,,,,
,,,,2002,Male,No,Kwale,Others (Outside Mombasa),Ukunda,Secondary (High School),No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2004,Female,No,Mombasa,Changamwe,Migadini ,College,No,No,Health,N/A,,,,,,,,,
,,,,2001,Female,No,Kilifi,Mvita,Magarini,College,No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2000,Female,No,Kilifi,Others (Outside Mombasa),Magarini,College,No,No,Digital Literacy Skills (technology),NA,,,,,,,,,
,,,,2004,Female,No,Mombasa,Kisauni,Bamburi ,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2002,Female,No,Mombasa,Kisauni,Majambere ,Secondary (High School),No,Yes,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1992,Male,No,Kilifi,Others (Outside Mombasa),Mtepeni,Secondary (High School),Yes,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1996,Male,No,Kilifi,Others (Outside Mombasa),Mtepeni,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1999,Male,No,Kilifi,Others (Outside Mombasa),Mtepeni,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1996,Male,No,Kilifi,Others (Outside Mombasa),Mtepeni,Secondary (High School),No,No,Entrepreneurship,N/A5 ,,,,,,,,,
,,,,2006,Female,No,Mombasa,Kisauni,Bamburi,Secondary (High School),No,No,Health,N/A,,,,,,,,,
,,,,1999,Male,No,Mombasa,Changamwe,Airport,TVET,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1997,Male,No,Kilifi,Others (Outside Mombasa),Mtepeni,Secondary (High School),Yes,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2002,Female,No,Kilifi,Others (Outside Mombasa),MAGARINI,College,No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2000,Male,Yes,Mombasa,Mvita,,Secondary (High School),Yes,Yes,Health,"Yes
",,,,,,,,,
,,,,2000,Male,No,Kilifi,Others (Outside Mombasa),Mtepeni,Primary,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2000,Female,No,Mombasa,Kisauni,Junda,TVET,No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2000,Female,No,Mombasa,Nyali,Maweni,College,No,Yes,Creatives and Arts,N/A,,,,,,,,,
,,,,2004,Female,No,Mombasa,Kisauni,Junda,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2005,Female,No,Mombasa,Kisauni,Magogoni,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2000,Female,No,Mombasa,Jomvu,Mikindani ,Secondary (High School),No,No,Health,N/A,,,,,,,,,
,,,,1995,Male,No,Mombasa,Kisauni,Mwakirunge ,TVET,No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2000,Male,No,Mombasa,Kisauni,Mwakirunge ,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1997,Female,No,Mombasa,Mvita,Tudor four ,College,No,Yes,Creatives and Arts,N/A,,,,,,,,,
,,,,2002,Male,No,Mombasa,Likoni,Likoni,Secondary (High School),No,No,Mechanical Engineering ,N/A,,,,,,,,,
,,,,2003,Female,Yes,Mombasa,Jomvu,Jomvu,Secondary (High School),No,No,Entrepreneurship,"

",,,,,,,,,
,,,,2001,Female,No,Kilifi,Likoni,SABAKI,College,No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2002,Female,No,Mombasa,Kisauni,Bamburi,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2003,Male,No,Mombasa,Likoni,Timbwani,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,1999,Female,No,Mombasa,Kisauni,Mwakirunge,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1984,Female,No,Mombasa,Mvita,Ganjoni,TVET,No,Yes,Creatives and Arts,N/A,,,,,,,,,
,,,,1994,Female,No,Kilifi,Others (Outside Mombasa),Shella ward,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1994,Female,No,Kilifi,Others (Outside Mombasa),Shellah ward,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2005,Female,No,Mombasa,Kisauni,Bamburi,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2005,Female,No,Mombasa,Nyali,Kongowea ,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2004,Female,No,Kwale,Others (Outside Mombasa),Diani,Primary,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2003,Female,No,Mombasa,Likoni,Mtongwe ,Secondary (High School),No,No,Fashion and design,It's my heart desire to become one of the best fashionisters in my generation if I get the skills required.,,,,,,,,,
,,,,1994,Male,No,Mombasa,Nyali,FRERETOWN,Univeristy,Yes,Yes,Entrepreneurship,NA,,,,,,,,,
,,,,1999,Male,No,Mombasa,Nyali,Kongowea ,College,No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,1997,Male,No,Mombasa,Nyali,Kadzandani ,College,No,Yes,Creatives and Arts,N/A,,,,,,,,,
,,,,2005,Female,No,Mombasa,Nyali,,College,No,No,Digital Literacy Skills (technology),"Digital marketing
Social media marketing
Graphic designer",,,,,,,,,
,,,,2003,Female,No,Mombasa,Nyali,Kadzandani ,Secondary (High School),Yes,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2005,Male,No,Mombasa,Nyali,kadzandani,College,No,Yes,Health,N/A,,,,,,,,,
,,,,2005,Female,No,Mombasa,Nyali,Kongowea ,Secondary (High School),No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,1995,Male,No,Mombasa,Changamwe,Airport ,College,No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2006,Male,No,Mombasa,Kisauni,Junda ward,Secondary (High School),No,No,Health,N/A,,,,,,,,,
,,,,2003,Male,No,Mombasa,Nyali,Maweni,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2001,Female,No,Mombasa,Nyali,Kongowea ,College,No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2002,Female,No,Mombasa,Kisauni,Bamburi ward,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1999,Male,No,Mombasa,Nyali,Kongowea ,TVET,No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2003,Female,No,Mombasa,Kisauni,,Secondary (High School),No,No,Entrepreneurship,Business ,,,,,,,,,
,,,,2001,Female,No,Mombasa,Kisauni,Bamburi,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2001,Female,No,Mombasa,Kisauni,Bamburi,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2005,Female,No,Mombasa,Kisauni,Bamburi,Secondary (High School),No,No,Hospitality and Tourism,N|A,,,,,,,,,
,,,,2001,Female,No,Mombasa,Kisauni,Bamburi ward,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2004,Female,No,Mombasa,Kisauni,Bamburi,Primary,No,No,Hairdressing and beauty,N/A,,,,,,,,,
,,,,1990,Female,No,Mombasa,Mvita,,TVET,No,No,Health,N/A,,,,,,,,,
,,,,2006,Male,No,Mombasa,Kisauni,Junda,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2005,Male,No,Mombasa,Nyali,,Univeristy,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2004,Female,No,Mombasa,Nyali,,Univeristy,No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2000,Female,No,Mombasa,Kisauni,Bamburi ,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1999,Female,No,Mombasa,Nyali,Mkomani,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2000,Female,No,Kilifi,Others (Outside Mombasa),Shela ward,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1986,Female,No,Kwale,Others (Outside Mombasa),Diani,College,No,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,1985,Female,No,Kwale,Others (Outside Mombasa),Kinango,College,No,Yes,Health,N/A,,,,,,,,,
,,,,1993,Female,No,Kilifi,Others (Outside Mombasa),Shela ward,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2003,Male,No,Mombasa,Mvita,Tononoka,TVET,No,Yes,Creatives and Arts,N/A,,,,,,,,,
,,,,2000,Female,No,Kilifi,Others (Outside Mombasa),Shela Ward,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2001,Male,No,Mombasa,Kisauni,Frère ,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1997,Male,No,Mombasa,Nyali,Kongowea ,College,No,No,Hospitality and Tourism,To be educated,,,,,,,,,
,,,,1994,Female,No,Mombasa,Changamwe,Portreitz ,Secondary (High School),No,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,2002,Male,No,Mombasa,Changamwe,Portreitz ,Primary,No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,1997,Male,No,Mombasa,Kisauni,Bamburi,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1995,Male,No,Mombasa,Kisauni,Bamburi ,Secondary (High School),No,No,Health,N/A,,,,,,,,,
,,,,1995,Female,No,Kilifi,Others (Outside Mombasa),Malindi,Secondary (High School),No,Yes,N/A,N/A,,,,,,,,,
,,,,1998,Male,No,Mombasa,Kisauni,Mjambere,College,No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2006,Female,No,Mombasa,Changamwe,Airport ,Primary,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1996,Male,No,Mombasa,Changamwe,Airport ,College,No,No,Driver ,Driver for toploader and fork lift ,,,,,,,,,
,,,,1993,Male,No,Mombasa,Changamwe,Airport ,Secondary (High School),No,No,Electric wiring ,I want to be an electrician,,,,,,,,,
,,,,2001,Female,No,Mombasa,Changamwe,Chaani,Secondary (High School),No,Yes,Hospitality and Tourism,A/N,,,,,,,,,
,,,,2002,Male,No,Others,Others (Outside Mombasa),Ngolia,Secondary (High School),No,No,Mechanics,N/A,,,,,,,,,
,,,,2003,Female,No,Mombasa,Kisauni,Mwakirunge ,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1989,Male,No,Mombasa,Changamwe,Portreitz ,Secondary (High School),No,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,2003,Male,No,Mombasa,Mvita,Majengo,Secondary (High School),No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,1986,Male,No,Mombasa,Changamwe,Airport ,Primary,No,No,Plumber ,Plumbing,,,,,,,,,
,,,,2002,Female,No,Mombasa,Mvita,Majengo burnley,Secondary (High School),No,No,Health,N/A,,,,,,,,,
,,,,1993,Female,No,Mombasa,Mvita,Mwembe  tayari,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2001,Female,No,Mombasa,Mvita,Majengo,College,No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1998,Male,No,Mombasa,Likoni,,College,No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2003,Male,No,Mombasa,Mvita,oldtown,College,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2002,Female,No,Mombasa,Mvita,Majengo ,College,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2003,Female,No,Mombasa,Mvita,Mvita ,TVET,No,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,2001,Female,No,Mombasa,Mvita,Majengo ,College,No,No,Hospitality and Tourism,N\A,,,,,,,,,
,,,,2002,Female,No,Mombasa,Mvita,Majengo burnley,Secondary (High School),No,No,Health,N/A,,,,,,,,,
,,,,1999,Male,No,Mombasa,Mvita,Old town,Secondary (High School),Yes,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,2023,Female,No,Mombasa,Nyali,Mshomoroni,Secondary (High School),No,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,1983,Female,No,Mombasa,Likoni,Mtongwe ,Secondary (High School),Yes,Yes,Creatives and Arts,N/A,,,,,,,,,
,,,,2002,Male,Yes,Mombasa,Mvita,Cleaner,College,No,No,Creatives and Arts,Okay ,,,,,,,,,
,,,,1997,Male,No,Mombasa,Mvita,Mvita,College,No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,1982,Female,No,Mombasa,Nyali,Kongowea,Univeristy,No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1996,Female,No,Mombasa,Mvita,Tudor ,College,No,Yes,Health,N/A,,,,,,,,,
,,,,2001,Female,No,Mombasa,Mvita,Mvita,College,No,No,Health,N/A,,,,,,,,,
,,,,1977,Female,No,Mombasa,Mvita,Tudor ,College,No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1998,Male,Yes,Mombasa,Nyali,Mkomani Ward,Primary,No,No,Digital Literacy Skills (technology),N/B,,,,,,,,,
,,,,2001,Female,No,Mombasa,Kisauni,Mwembelegeza,Secondary (High School),No,No,Health,N/A,,,,,,,,,
,,,,1999,Female,No,Mombasa,Kisauni,Bamburi,Primary,No,No,Health,N/A,,,,,,,,,
,,,,2001,Male,No,Mombasa,Changamwe,Chaani,Secondary (High School),No,No,Electrical and electronic engineering,Engineering,,,,,,,,,
,,,,2003,Female,No,Mombasa,Changamwe,Chaani,Secondary (High School),No,No,Hair dressing and beauty course,"TVET
",,,,,,,,,
,,,,1994,Female,No,Mombasa,Mvita,Majengo ,Primary,No,No,Creatives and Arts,Other ,,,,,,,,,
,,,,1992,Male,No,Mombasa,Nyali,Kadzandani,Univeristy,No,No,Health,n/a,,,,,,,,,
,,,,1998,Male,No,Mombasa,Mvita,Majengo ,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1994,Male,No,Mombasa,Mvita,Majengo,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2003,Female,No,Mombasa,Mvita,Majengo ,Primary,No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2002,Female,No,Mombasa,Likoni,Mtongwe ,Secondary (High School),No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1996,Female,No,Mombasa,Likoni,Mtongwe,Secondary (High School),Yes,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,2002,Female,No,Mombasa,Nyali,Freretown,Univeristy,No,No,Digital Literacy Skills (technology),NA,,,,,,,,,
,,,,1993,Female,No,Mombasa,Likoni,Mtongwe,College,No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,1993,Female,No,Mombasa,Likoni,Mtongwe ,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2000,Female,No,Mombasa,Likoni,Mtongwe,College,No,No,Hospitality and Tourism,N/A,,,,,,,,,
,,,,1997,Female,No,Mombasa,Likoni,Mtongwe,Secondary (High School),No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2004,Male,No,Mombasa,Kisauni,Utange ,College,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1995,Female,No,Mombasa,Likoni,Mtongwe,Secondary (High School),No,No,Digital Literacy Skills (technology),N/a,,,,,,,,,
,,,,1993,Female,No,Mombasa,Likoni,Mtongwe,College,No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2003,Female,No,Mombasa,Likoni,Mtongwe,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,1997,Female,No,Mombasa,Likoni,Mtongwe ,College,No,No,Health,N/A,,,,,,,,,
,,,,1999,Male,No,Mombasa,Mvita,Majengo,Secondary (High School),No,No,Entrepreneurship,Yes,,,,,,,,,
,,,,2002,Female,No,Mombasa,Nyali,Mkomani,TVET,No,No,Health,N/A,,,,,,,,,
,,,,2002,Female,No,Mombasa,Likoni,Mtongwe,College,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2005,Female,No,Mombasa,Mvita,Majengo ,Secondary (High School),No,No,Design ,Fashion design ,,,,,,,,,
,,,,2002,Female,No,Mombasa,Likoni,Mtongwe,TVET,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2003,Female,No,Mombasa,Mvita,Kuze,College,No,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,1999,Female,No,Mombasa,Kisauni,Bamburi ,Univeristy,No,Yes,Entrepreneurship,N/A,,,,,,,,,
,,,,1998,Female,No,Mombasa,Nyali,Maweni,College,No,Yes,Creatives and Arts,N/A,,,,,,,,,
,,,,2001,Female,No,Mombasa,Mvita,Majengo ,College,No,No,Entrepreneurship,N\A,,,,,,,,,
,,,,1999,Female,No,Mombasa,Nyali,Maweni ,College,No,Yes,Creatives and Arts,N/A,,,,,,,,,
,,,,2001,Male,No,Mombasa,Nyali,,Univeristy,Yes,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,1996,Female,No,Mombasa,Nyali,Nyali,Univeristy,No,Yes,Humanities,I would love to engage more with communities ,,,,,,,,,
,,,,1998,Female,No,Mombasa,Likoni,Mtongwe ,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,2000,Female,No,Mombasa,Mvita,Majengo ,College,No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,1999,Male,No,Mombasa,Kisauni,Bamburi,Secondary (High School),No,Yes,Bamburi beach,Respond,,,,,,,,,
,,,,2001,Male,No,Mombasa,Kisauni,Mjambere,Univeristy,No,No,Health,N/A,,,,,,,,,
,,,,2000,Female,No,Mombasa,Nyali,Kongowea,College,No,No,Creatives and Arts,N/A ,,,,,,,,,
,,,,2001,Female,No,Mombasa,Kisauni,Mwembelegeza ,None,No,No,Health,N/A,,,,,,,,,
,,,,2000,Female,No,Mombasa,Kisauni,Bamburi,Univeristy,No,Yes,N/A,N/A,,,,,,,,,
,,,,2005,Female,No,Mombasa,Nyali,,College,No,No,Creatives and Arts,N/A,,,,,,,,,
,,,,1998,Male,No,Mombasa,Nyali,Bamburi ,College,Yes,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,2001,Female,No,Mombasa,Nyali,Kongowea ,College,No,No,Hospitality and Tourism,To get more knowledge ,,,,,,,,,
,,,,2001,Female,No,Mombasa,Kisauni,Bombolulu,College,Yes,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2002,Male,No,Mombasa,Kisauni,Junda,Secondary (High School),No,No,Entrepreneurship,Panel beatingk,,,,,,,,,
,,,,2004,Male,No,Mombasa,Nyali,Bomboluou,Secondary (High School),No,Yes,N/A,N/A,,,,,,,,,
,,,,1994,Female,No,Kilifi,Others (Outside Mombasa),Shimo la Tewa ,Univeristy,No,No,Digital Literacy Skills (technology),N/A,,,,,,,,,
,,,,1998,Male,No,Mombasa,Likoni,TIMBWANI ,Secondary (High School),No,No,Entrepreneurship,N/A,,,,,,,,,
,,,,2002,Male,No,Mombasa,Likoni,TIMBWANI,Secondary (High School),No,No,Creatives and Arts,N/A,,,,,,,,,
